,baseline_1,baseline_2,baseline_7,sl_lstm,ml_lstm,sl_lstm_s2s,ml_lstm_s2s,cnn_sl_lstm_s2s,cnn_ml_lstm_s2s,addictive_sl,addictive_ml,multihead_sl,multihead_ml,nbeats_lstm,nbeats_add_lstm,nbeats_mh_lstm
86,0.13036191,0.12680101,0.12651008,0.14447503,0.20827107,0.20771228,0.21225835,0.2371325,0.23085439,0.23456727,0.24975383,0.24049331,0.23230483,0.22405942,0.21673447,0.21050045
87,0.13046297,0.12681751,0.12651739,0.14470133,0.20830189,0.2077277,0.21233594,0.2371448,0.23087142,0.2346373,0.24976783,0.2405099,0.23231728,0.22407362,0.21674448,0.21050893
88,0.13057607,0.12683915,0.1265227,0.14492112,0.20833279,0.20774193,0.21241534,0.23715748,0.23088902,0.23471248,0.24978203,0.24052763,0.23232947,0.22408691,0.21675545,0.21052031
89,0.13076872,0.1270321,0.12652935,0.14509383,0.2083633,0.20775622,0.21248409,0.2371686,0.230907,0.23476826,0.24979846,0.24054332,0.23234288,0.22410186,0.21676764,0.21052772
90,0.13083208,0.12703636,0.12653646,0.14530219,0.20838466,0.20777455,0.21255954,0.2371762,0.23091964,0.23483323,0.24981356,0.24055853,0.2323567,0.22411604,0.21677715,0.2105351
91,0.13088806,0.1270713,0.12654102,0.1455122,0.20840774,0.20779024,0.21263246,0.23718219,0.23093526,0.23489736,0.24982604,0.24057478,0.23237085,0.2241287,0.21678719,0.21054333
92,0.13097067,0.12714992,0.12661214,0.14573187,0.20842053,0.20780393,0.21270865,0.2371881,0.23095588,0.23496297,0.24984038,0.24059092,0.2323838,0.22414304,0.21679863,0.21055344
93,0.13104682,0.1271678,0.12663656,0.1459279,0.20845076,0.20781907,0.21278434,0.23719653,0.23097478,0.23502815,0.24985859,0.24060784,0.23239698,0.22415586,0.21680777,0.21056372
94,0.13109875,0.12718998,0.12664412,0.14614582,0.20847131,0.20783135,0.21285895,0.23720476,0.2309941,0.2350926,0.249873,0.24062325,0.23241204,0.22416934,0.21681657,0.210573
95,0.1312173,0.12719324,0.12664418,0.14636227,0.20849285,0.20784277,0.21293661,0.23721272,0.23101094,0.23515752,0.2498854,0.24063794,0.23242688,0.22418295,0.21682632,0.2105815
96,0.1313128,0.12722516,0.12664482,0.14657943,0.20851552,0.20786344,0.21301126,0.23722278,0.23102947,0.2352234,0.24990076,0.24065273,0.23244019,0.22419773,0.21683593,0.21059097
97,0.13227287,0.1272699,0.12666939,0.14678675,0.20854172,0.20789042,0.21308833,0.23722872,0.23105529,0.23528886,0.24991965,0.2406733,0.23245831,0.22421752,0.21685031,0.2106066
98,0.13326854,0.12728536,0.12674704,0.1469992,0.20856525,0.20792006,0.2131635,0.23723595,0.23108411,0.23535337,0.24994412,0.24070098,0.23247983,0.22424248,0.21687023,0.2106261
99,0.13361937,0.1273028,0.12682281,0.14720125,0.20859173,0.20795219,0.21323946,0.2372387,0.23111421,0.23541784,0.24996875,0.24072719,0.23250188,0.22426514,0.21689056,0.2106442
100,0.13401425,0.12734005,0.12693685,0.14741862,0.20861392,0.20798492,0.21331663,0.23724218,0.23114425,0.23548235,0.24999371,0.24075195,0.23252296,0.22428836,0.21691176,0.21066329
101,0.13496807,0.12734574,0.1270265,0.14761274,0.2086446,0.20801663,0.21338807,0.23724379,0.2311734,0.23554866,0.25001866,0.2407779,0.23254524,0.2243117,0.21693234,0.21068463
102,0.13522293,0.12735564,0.1272107,0.1478336,0.20867544,0.20805001,0.21346366,0.23724991,0.23120087,0.23561227,0.25004297,0.2408035,0.23256731,0.22433573,0.21695428,0.21070223
103,0.13550058,0.12743625,0.12723254,0.1480445,0.20868844,0.20808187,0.21353902,0.23725592,0.23122963,0.23567668,0.250066,0.24082933,0.23258992,0.22435842,0.21697468,0.21072254
104,0.1357454,0.12757,0.12733072,0.14820091,0.20871374,0.20811816,0.21359694,0.23725963,0.23126057,0.23573078,0.2500899,0.24085477,0.2326112,0.22438283,0.21699746,0.2107416
105,0.13610962,0.12777524,0.1273934,0.14841254,0.20875213,0.20814982,0.21367653,0.23727557,0.23128997,0.23580313,0.25011462,0.24088217,0.23263365,0.22440717,0.21701702,0.21076055
106,0.13645676,0.12779507,0.12741072,0.14863835,0.20879103,0.20818198,0.21376,0.23728754,0.23131725,0.23587185,0.25013983,0.24090846,0.23265527,0.22443064,0.2170378,0.21077767
107,0.13663128,0.12788819,0.12741953,0.1488492,0.20882478,0.20821336,0.21383584,0.23730306,0.2313443,0.2359424,0.25016502,0.24093466,0.23267731,0.22445634,0.21705982,0.21079609
108,0.13710532,0.12790388,0.1274543,0.14906257,0.20886567,0.20824605,0.21391927,0.23732032,0.23137389,0.23600988,0.25018695,0.24096136,0.23269889,0.22448088,0.21708152,0.21081617
109,0.13739777,0.12791686,0.12747467,0.1492785,0.20889714,0.20827869,0.21399659,0.23733166,0.23140132,0.23608151,0.2502102,0.24098562,0.23271872,0.2245033,0.2171026,0.21083486
110,0.13803387,0.12806,0.12759584,0.14949441,0.20893763,0.20830695,0.21407592,0.23734519,0.23143096,0.23615067,0.25023627,0.24101143,0.2327421,0.22452866,0.21712328,0.21085213
111,0.13865009,0.12821026,0.12774517,0.1497092,0.20896745,0.20833498,0.21415603,0.23735917,0.23145886,0.23622084,0.2502592,0.2410387,0.23276259,0.22455317,0.21714441,0.21086943
112,0.13977566,0.12828377,0.12781419,0.14994413,0.20901819,0.20835014,0.21423131,0.23737484,0.23147705,0.23629105,0.25027707,0.24105342,0.23277605,0.2245688,0.21716012,0.21088085
113,0.140454,0.1286906,0.12790257,0.15014888,0.20904435,0.20837241,0.21431309,0.2373863,0.23150344,0.23635742,0.25029272,0.24107459,0.23279452,0.2245877,0.21717724,0.21089353
114,0.14106773,0.12871437,0.12791474,0.15036793,0.20908086,0.2083983,0.21438903,0.23739858,0.23152904,0.2364282,0.25031215,0.24109656,0.23281454,0.22460634,0.21719398,0.21090642
115,0.14107941,0.12875111,0.12803997,0.15059666,0.20910834,0.20842274,0.21446392,0.23740919,0.23155802,0.2364914,0.25033152,0.2411195,0.2328343,0.22462696,0.21721102,0.21092136
116,0.14116968,0.12877467,0.12809908,0.15081224,0.20915039,0.20844644,0.21453787,0.23741831,0.23158123,0.23656029,0.25035036,0.24114089,0.23285298,0.22464319,0.2172275,0.21093664
117,0.14163454,0.12918983,0.12827851,0.15102975,0.20917098,0.20847027,0.21461758,0.23742881,0.23160699,0.23662642,0.25036988,0.24116223,0.23287326,0.22466208,0.21724643,0.21095136
118,0.14313106,0.12925552,0.12833372,0.1512389,0.2092044,0.20849742,0.2146968,0.23743923,0.23163252,0.23669411,0.25039122,0.24118423,0.23289248,0.22468285,0.21726231,0.21096534
119,0.14317994,0.12938502,,0.15142784,0.20922911,0.20852831,0.2147634,0.23744462,0.23165533,0.2367495,0.25041044,0.24120598,0.23290874,0.22469972,0.21727985,0.21098045
120,0.14329633,0.12946337,,0.1516501,0.20927264,0.20855457,0.21483956,0.23745768,0.23167785,0.2368212,0.25043294,0.24122733,0.23292753,0.22472088,0.21729758,0.21099477
121,0.14418708,,,0.15189072,0.20932451,0.2085775,0.21491496,0.23747022,0.23170343,0.23689419,0.25045627,0.2412505,0.23294365,0.22473978,0.21731277,0.2110106
122,,,,0.15211083,0.2093773,0.20860417,0.21499166,0.23748934,0.23172297,0.23696205,0.2504776,0.24127217,0.23296085,0.22475758,0.2173283,0.21102607
123,,,,0.1523087,0.20941418,0.20862289,0.21506396,0.23749824,0.23174813,0.23703066,0.25049633,0.24129419,0.23297875,0.2247776,0.21734439,0.21104036
124,,,,0.15252943,0.20945987,0.20864783,0.21513875,0.23751648,0.23177017,0.23710352,0.25051486,0.24131598,0.23299818,0.22479777,0.2173624,0.21105605
125,,,,0.1527375,0.20950739,0.20867595,0.21520956,0.2375349,0.23179713,0.23717709,0.25053558,0.24133788,0.23301685,0.22481759,0.21738161,0.2110694
126,,,,0.15293932,0.20954202,0.2086993,0.21528672,0.23754594,0.23182297,0.23724857,0.25055546,0.24135827,0.2330353,0.22483377,0.21739693,0.21108592
127,,,,0.15314196,0.20958956,0.20871484,0.2153603,0.237559,0.2318457,0.23732093,0.25056866,0.24137574,0.23305216,0.2248472,0.2174074,0.2110956
128,,,,0.15334865,0.20962693,0.20874141,0.21543682,0.237577,0.2318697,0.23739155,0.25058883,0.24139845,0.23306726,0.22486503,0.21742317,0.21110788
129,,,,0.15355378,0.20967704,0.20876855,0.21551418,0.23759906,0.23189494,0.23746309,0.2506086,0.24142048,0.23308542,0.22488348,0.21743831,0.21111953
130,,,,0.15376988,0.20972511,0.20879152,0.21559118,0.23761399,0.23191513,0.23753524,0.25062618,0.24144077,0.23310173,0.22490002,0.21745384,0.21113071
131,,,,0.15399851,0.20977391,0.20881896,0.21566816,0.23762909,0.23193811,0.23760599,0.25064555,0.2414611,0.23312041,0.22491345,0.21746966,0.21114223
132,,,,0.15420868,0.2098163,0.20884484,0.21574141,0.23764506,0.23196119,0.23767756,0.25066397,0.24148472,0.23313601,0.22492886,0.21748337,0.21115166
133,,,,0.15443484,0.20985752,0.20886925,0.21581556,0.23765872,0.23198427,0.23774864,0.2506822,0.24150422,0.23315518,0.22494577,0.2175003,0.21116564
134,,,,0.15461557,0.20989129,0.20889169,0.21587491,0.23767434,0.23200892,0.23781103,0.25070256,0.24152048,0.23317368,0.22496301,0.21751697,0.21117944
135,,,,0.15482907,0.20992635,0.20891193,0.21594895,0.23768711,0.23203218,0.23788108,0.25072116,0.24153972,0.23319013,0.2249784,0.2175301,0.21119305
